experiment_id,timestamp,seed,path_length,num_searchers,time_budget,sample_ratio,heterogeneous_terrain,key_position,success,key_found_by,total_time_used,sampling_time,execution_time,time_remaining,cells_searched,coverage_rate,time_efficiency,search_efficiency,selected_strategy,selection_confidence
mas_full_study_0123,2026-01-28T10:10:39.590213,1022,50,3,30.0,0.1,True,28,True,2,22.167667047194513,3.0,27.0,7.832332952805487,30,0.6,0.2610777650935162,1.1111111111111112,greedy_nearest,1.0
mas_full_study_0124,2026-01-28T10:10:39.591181,1023,50,3,30.0,0.1,True,13,True,0,18.40809407650854,3.0,27.0,11.59190592349146,40,0.8,0.386396864116382,1.4814814814814814,greedy_nearest,1.0
mas_full_study_0125,2026-01-28T10:10:39.592720,1024,50,3,30.0,0.1,True,35,True,0,29.86298081013352,3.0,27.0,0.13701918986647854,37,0.74,0.004567306328882618,1.3703703703703705,greedy_nearest,1.0
mas_full_study_0126,2026-01-28T10:10:39.593776,1025,50,3,30.0,0.1,True,47,False,,24.698261363027843,3.0,27.0,5.301738636972157,50,1.0,0.0,1.8518518518518519,greedy_nearest,1.0
mas_full_study_0127,2026-01-28T10:10:39.595254,1026,50,3,30.0,0.1,True,28,True,1,16.99077649723568,3.0,27.0,13.009223502764321,29,0.58,0.43364078342547735,1.0740740740740742,greedy_nearest,1.0
mas_full_study_0128,2026-01-28T10:10:39.596307,1027,50,3,30.0,0.1,True,39,False,,24.212081672141366,3.0,27.0,5.787918327858634,50,1.0,0.0,1.8518518518518519,greedy_nearest,1.0
mas_full_study_0129,2026-01-28T10:10:39.597288,1028,50,3,30.0,0.1,True,38,True,1,29.568534961615974,3.0,27.0,0.43146503838402595,41,0.82,0.014382167946134198,1.5185185185185186,greedy_nearest,1.0
mas_full_study_0130,2026-01-28T10:10:39.598305,1029,50,3,30.0,0.1,True,13,True,0,17.217976388366843,3.0,27.0,12.782023611633157,25,0.5,0.4260674537211052,0.9259259259259259,greedy_nearest,1.0
mas_full_study_0131,2026-01-28T10:10:39.599286,1030,50,3,30.0,0.1,True,9,True,0,19.30539701820273,3.0,27.0,10.69460298179727,19,0.38,0.35648676605990903,0.7037037037037037,greedy_nearest,1.0
mas_full_study_0132,2026-01-28T10:10:39.600296,1031,50,3,30.0,0.1,True,21,True,1,11.398023150423711,3.0,27.0,18.60197684957629,17,0.34,0.6200658949858763,0.6296296296296297,greedy_nearest,1.0
mas_full_study_0133,2026-01-28T10:10:39.601278,1032,50,3,30.0,0.1,True,6,True,0,11.508625858300926,3.0,27.0,18.491374141699076,19,0.38,0.6163791380566359,0.7037037037037037,greedy_nearest,1.0
mas_full_study_0134,2026-01-28T10:10:39.602273,1033,50,3,30.0,0.1,True,33,True,1,25.230749874971735,3.0,27.0,4.769250125028265,35,0.7,0.15897500416760882,1.2962962962962963,greedy_nearest,1.0
mas_full_study_0135,2026-01-28T10:10:39.603331,1034,50,3,30.0,0.1,True,11,True,0,17.31485942250524,3.0,27.0,12.68514057749476,22,0.44,0.42283801924982534,0.8148148148148148,greedy_nearest,1.0
mas_full_study_0136,2026-01-28T10:10:39.604266,1035,50,3,30.0,0.1,True,8,True,0,13.714604621977351,3.0,27.0,16.28539537802265,25,0.5,0.542846512600755,0.9259259259259259,greedy_nearest,1.0
mas_full_study_0137,2026-01-28T10:10:39.604833,1036,50,3,30.0,0.1,True,40,True,2,8.642334040558682,3.0,27.0,21.35766595944132,9,0.18,0.711922198648044,0.3333333333333333,greedy_nearest,1.0
mas_full_study_0138,2026-01-28T10:10:39.605413,1037,50,3,30.0,0.1,True,9,True,2,3.240610024946523,3.0,27.0,26.759389975053477,3,0.06,0.8919796658351159,0.1111111111111111,greedy_nearest,1.0
mas_full_study_0139,2026-01-28T10:10:39.606521,1038,50,3,30.0,0.1,True,2,True,0,5.585114486829527,3.0,27.0,24.414885513170475,7,0.14,0.8138295171056825,0.25925925925925924,greedy_nearest,1.0
mas_full_study_0140,2026-01-28T10:10:39.607111,1039,50,3,30.0,0.1,True,18,False,,30.275092759755708,3.0,27.0,0.0,47,0.94,0.0,1.7407407407407407,greedy_nearest,1.0
mas_full_study_0141,2026-01-28T10:10:39.609207,1040,50,3,30.0,0.1,True,38,True,2,18.2290176270777,3.0,27.0,11.770982372922301,36,0.72,0.39236607909741006,1.3333333333333333,greedy_nearest,1.0
mas_full_study_0142,2026-01-28T10:10:39.610207,1041,50,3,30.0,0.1,True,9,False,,24.946175214402956,3.0,27.0,5.053824785597044,50,1.0,0.0,1.8518518518518519,greedy_nearest,1.0
mas_full_study_0143,2026-01-28T10:10:39.611187,1042,50,3,30.0,0.1,True,15,False,,30.061992782070572,3.0,27.0,0.0,45,0.9,0.0,1.6666666666666667,greedy_nearest,1.0
mas_full_study_0144,2026-01-28T10:10:39.612193,1043,50,3,30.0,0.1,True,29,True,1,20.212103786226972,3.0,27.0,9.787896213773028,41,0.82,0.32626320712576756,1.5185185185185186,greedy_nearest,1.0
mas_full_study_0145,2026-01-28T10:10:39.613187,1044,50,3,30.0,0.1,True,2,False,,30.47982883993764,3.0,27.0,0.0,48,0.96,0.0,1.7777777777777777,greedy_nearest,1.0
mas_full_study_0146,2026-01-28T10:10:39.615379,1045,50,3,30.0,0.1,True,14,True,0,21.683823999543062,3.0,27.0,8.316176000456938,43,0.86,0.27720586668189795,1.5925925925925926,greedy_nearest,1.0
mas_full_study_0147,2026-01-28T10:10:39.616428,1046,50,3,30.0,0.1,True,2,True,0,9.886293316507148,3.0,27.0,20.11370668349285,7,0.14,0.6704568894497617,0.25925925925925924,greedy_nearest,1.0
mas_full_study_0148,2026-01-28T10:10:39.617200,1047,50,3,30.0,0.1,True,36,True,2,18.849036170235696,3.0,27.0,11.150963829764304,42,0.84,0.3716987943254768,1.5555555555555556,greedy_nearest,1.0
mas_full_study_0149,2026-01-28T10:10:39.618284,1048,50,3,30.0,0.1,True,4,True,2,15.447756071997091,3.0,27.0,14.552243928002909,12,0.24,0.485074797600097,0.4444444444444444,greedy_nearest,1.0
mas_full_study_0150,2026-01-28T10:10:39.618284,1049,50,3,30.0,0.1,True,2,True,0,7.455390037258333,3.0,27.0,22.544609962741667,7,0.14,0.7514869987580556,0.25925925925925924,greedy_nearest,1.0
mas_full_study_0151,2026-01-28T10:10:39.619237,1000,50,3,30.0,0.15,True,24,True,1,14.389789929771224,4.5,25.5,15.610210070228776,26,0.52,0.5203403356742925,1.0196078431372548,greedy_nearest,1.0
mas_full_study_0152,2026-01-28T10:10:39.620293,1001,50,3,30.0,0.15,True,4,True,2,13.003212678410364,4.5,25.5,16.996787321589636,12,0.24,0.5665595773863212,0.47058823529411764,greedy_nearest,1.0
mas_full_study_0153,2026-01-28T10:10:39.621274,1002,50,3,30.0,0.15,True,45,False,,23.917311932994963,4.5,25.5,6.082688067005037,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0154,2026-01-28T10:10:39.622270,1003,50,3,30.0,0.15,True,9,True,0,18.182316773256144,4.5,25.5,11.817683226743856,19,0.38,0.3939227742247952,0.7450980392156863,greedy_nearest,1.0
mas_full_study_0155,2026-01-28T10:10:39.623267,1004,50,3,30.0,0.15,True,35,False,,30.27475331830935,4.5,25.5,0.0,39,0.78,0.0,1.5294117647058822,greedy_nearest,1.0
mas_full_study_0156,2026-01-28T10:10:39.624264,1005,50,3,30.0,0.15,True,7,True,0,16.863874072214877,4.5,25.5,13.136125927785123,16,0.32,0.4378708642595041,0.6274509803921569,greedy_nearest,1.0
mas_full_study_0157,2026-01-28T10:10:39.625436,1006,50,3,30.0,0.15,True,34,True,2,20.254996788461792,4.5,25.5,9.745003211538208,48,0.96,0.32483344038460693,1.8823529411764706,greedy_nearest,1.0
mas_full_study_0158,2026-01-28T10:10:39.626512,1007,50,3,30.0,0.15,True,14,True,2,16.229498061806236,4.5,25.5,13.770501938193764,27,0.54,0.4590167312731255,1.0588235294117647,greedy_nearest,1.0
mas_full_study_0159,2026-01-28T10:10:39.627352,1008,50,3,30.0,0.15,True,28,False,,22.643635396250364,4.5,25.5,7.356364603749636,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0160,2026-01-28T10:10:39.628402,1009,50,3,30.0,0.15,True,11,True,0,17.28169737557575,4.5,25.5,12.71830262442425,22,0.44,0.42394342081414166,0.8627450980392157,greedy_nearest,1.0
mas_full_study_0161,2026-01-28T10:10:39.629460,1010,50,3,30.0,0.15,True,25,True,1,16.741818892386934,4.5,25.5,13.258181107613066,29,0.58,0.44193937025376884,1.1372549019607843,greedy_nearest,1.0
mas_full_study_0162,2026-01-28T10:10:39.631433,1011,50,3,30.0,0.15,True,11,True,0,16.99494485995182,4.5,25.5,13.005055140048182,34,0.68,0.4335018380016061,1.3333333333333333,greedy_nearest,1.0
mas_full_study_0163,2026-01-28T10:10:39.631433,1012,50,3,30.0,0.15,True,49,True,2,9.094714358493865,4.5,25.5,20.905285641506133,3,0.06,0.6968428547168711,0.11764705882352941,greedy_nearest,1.0
mas_full_study_0164,2026-01-28T10:10:39.632444,1013,50,3,30.0,0.15,True,40,False,,21.811502637438117,4.5,25.5,8.188497362561883,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0165,2026-01-28T10:10:39.633433,1014,50,3,30.0,0.15,True,22,True,1,13.656448604974912,4.5,25.5,16.343551395025088,20,0.4,0.5447850465008363,0.7843137254901961,greedy_nearest,1.0
mas_full_study_0166,2026-01-28T10:10:39.634888,1015,50,3,30.0,0.15,True,17,True,1,9.665776807115936,4.5,25.5,20.334223192884064,5,0.1,0.6778074397628021,0.19607843137254902,greedy_nearest,1.0
mas_full_study_0167,2026-01-28T10:10:39.636910,1016,50,3,30.0,0.15,True,10,True,2,17.571853992872555,4.5,25.5,12.428146007127445,21,0.42,0.41427153357091484,0.8235294117647058,greedy_nearest,1.0
mas_full_study_0168,2026-01-28T10:10:39.637908,1017,50,3,30.0,0.15,True,42,True,2,7.76075033952665,4.5,25.5,22.239249660473348,6,0.12,0.7413083220157782,0.23529411764705882,greedy_nearest,1.0
mas_full_study_0169,2026-01-28T10:10:39.639004,1018,50,3,30.0,0.15,True,35,True,0,27.19949334713707,4.5,25.5,2.8005066528629285,37,0.74,0.09335022176209762,1.4509803921568627,greedy_nearest,1.0
mas_full_study_0170,2026-01-28T10:10:39.639932,1019,50,3,30.0,0.15,True,35,True,2,20.88144444404858,4.5,25.5,9.11855555595142,36,0.72,0.30395185186504736,1.411764705882353,greedy_nearest,1.0
mas_full_study_0171,2026-01-28T10:10:39.640906,1020,50,3,30.0,0.15,True,41,False,,30.423218907664314,4.5,25.5,0.0,41,0.82,0.0,1.607843137254902,greedy_nearest,1.0
mas_full_study_0172,2026-01-28T10:10:39.641940,1021,50,3,30.0,0.15,True,0,True,0,0.3,4.5,25.5,29.7,1,0.02,0.99,0.0392156862745098,greedy_nearest,1.0
mas_full_study_0173,2026-01-28T10:10:39.642899,1022,50,3,30.0,0.15,True,28,False,,30.134788552527286,4.5,25.5,0.0,45,0.9,0.0,1.7647058823529411,greedy_nearest,1.0
mas_full_study_0174,2026-01-28T10:10:39.644411,1023,50,3,30.0,0.15,True,13,False,,23.12064574406398,4.5,25.5,6.879354255936018,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0175,2026-01-28T10:10:39.645941,1024,50,3,30.0,0.15,True,35,True,0,29.86298081013352,4.5,25.5,0.13701918986647854,37,0.74,0.004567306328882618,1.4509803921568627,greedy_nearest,1.0
mas_full_study_0176,2026-01-28T10:10:39.647092,1025,50,3,30.0,0.15,True,47,False,,24.698261363027843,4.5,25.5,5.301738636972157,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0177,2026-01-28T10:10:39.648140,1026,50,3,30.0,0.15,True,28,True,1,16.99077649723568,4.5,25.5,13.009223502764321,29,0.58,0.43364078342547735,1.1372549019607843,greedy_nearest,1.0
mas_full_study_0178,2026-01-28T10:10:39.649109,1027,50,3,30.0,0.15,True,39,False,,24.212081672141366,4.5,25.5,5.787918327858634,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0179,2026-01-28T10:10:39.651500,1028,50,3,30.0,0.15,True,38,True,1,29.568534961615974,4.5,25.5,0.43146503838402595,41,0.82,0.014382167946134198,1.607843137254902,greedy_nearest,1.0
mas_full_study_0180,2026-01-28T10:10:39.652550,1029,50,3,30.0,0.15,True,13,True,0,17.217976388366843,4.5,25.5,12.782023611633157,25,0.5,0.4260674537211052,0.9803921568627451,greedy_nearest,1.0
mas_full_study_0181,2026-01-28T10:10:39.653520,1030,50,3,30.0,0.15,True,9,True,0,19.30539701820273,4.5,25.5,10.69460298179727,19,0.38,0.35648676605990903,0.7450980392156863,greedy_nearest,1.0
mas_full_study_0182,2026-01-28T10:10:39.655061,1031,50,3,30.0,0.15,True,21,True,1,11.398023150423711,4.5,25.5,18.60197684957629,17,0.34,0.6200658949858763,0.6666666666666666,greedy_nearest,1.0
mas_full_study_0183,2026-01-28T10:10:39.658456,1032,50,3,30.0,0.15,True,6,False,,21.506545597462544,4.5,25.5,8.493454402537456,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0184,2026-01-28T10:10:39.659515,1033,50,3,30.0,0.15,True,33,True,1,25.230749874971735,4.5,25.5,4.769250125028265,35,0.7,0.15897500416760882,1.3725490196078431,greedy_nearest,1.0
mas_full_study_0185,2026-01-28T10:10:39.659515,1034,50,3,30.0,0.15,True,11,True,0,17.31485942250524,4.5,25.5,12.68514057749476,22,0.44,0.42283801924982534,0.8627450980392157,greedy_nearest,1.0
mas_full_study_0186,2026-01-28T10:10:39.660508,1035,50,3,30.0,0.15,True,8,True,0,13.714604621977351,4.5,25.5,16.28539537802265,25,0.5,0.542846512600755,0.9803921568627451,greedy_nearest,1.0
mas_full_study_0187,2026-01-28T10:10:39.661509,1036,50,3,30.0,0.15,True,40,True,2,8.642334040558682,4.5,25.5,21.35766595944132,9,0.18,0.711922198648044,0.35294117647058826,greedy_nearest,1.0
mas_full_study_0188,2026-01-28T10:10:39.662510,1037,50,3,30.0,0.15,True,9,True,2,3.240610024946523,4.5,25.5,26.759389975053477,3,0.06,0.8919796658351159,0.11764705882352941,greedy_nearest,1.0
mas_full_study_0189,2026-01-28T10:10:39.663462,1038,50,3,30.0,0.15,True,2,True,0,5.585114486829527,4.5,25.5,24.414885513170475,7,0.14,0.8138295171056825,0.27450980392156865,greedy_nearest,1.0
mas_full_study_0190,2026-01-28T10:10:39.664456,1039,50,3,30.0,0.15,True,18,True,2,5.17055172812601,4.5,25.5,24.82944827187399,3,0.06,0.827648275729133,0.11764705882352941,greedy_nearest,1.0
mas_full_study_0191,2026-01-28T10:10:39.665472,1040,50,3,30.0,0.15,True,38,True,2,18.2290176270777,4.5,25.5,11.770982372922301,36,0.72,0.39236607909741006,1.411764705882353,greedy_nearest,1.0
mas_full_study_0192,2026-01-28T10:10:39.667520,1041,50,3,30.0,0.15,True,9,False,,24.946175214402956,4.5,25.5,5.053824785597044,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0193,2026-01-28T10:10:39.667520,1042,50,3,30.0,0.15,True,15,True,2,5.231465211293792,4.5,25.5,24.76853478870621,6,0.12,0.825617826290207,0.23529411764705882,greedy_nearest,1.0
mas_full_study_0194,2026-01-28T10:10:39.669505,1043,50,3,30.0,0.15,True,29,True,1,20.212103786226972,4.5,25.5,9.787896213773028,41,0.82,0.32626320712576756,1.607843137254902,greedy_nearest,1.0
mas_full_study_0195,2026-01-28T10:10:39.670494,1044,50,3,30.0,0.15,True,2,False,,30.47982883993764,4.5,25.5,0.0,48,0.96,0.0,1.8823529411764706,greedy_nearest,1.0
mas_full_study_0196,2026-01-28T10:10:39.671488,1045,50,3,30.0,0.15,True,14,False,,25.976336517611408,4.5,25.5,4.023663482388592,50,1.0,0.0,1.9607843137254901,greedy_nearest,1.0
mas_full_study_0197,2026-01-28T10:10:39.672543,1046,50,3,30.0,0.15,True,2,True,0,9.886293316507148,4.5,25.5,20.11370668349285,7,0.14,0.6704568894497617,0.27450980392156865,greedy_nearest,1.0
mas_full_study_0198,2026-01-28T10:10:39.673541,1047,50,3,30.0,0.15,True,36,True,2,18.849036170235696,4.5,25.5,11.150963829764304,42,0.84,0.3716987943254768,1.6470588235294117,greedy_nearest,1.0
mas_full_study_0199,2026-01-28T10:10:39.674510,1048,50,3,30.0,0.15,True,4,True,2,15.447756071997091,4.5,25.5,14.552243928002909,12,0.24,0.485074797600097,0.47058823529411764,greedy_nearest,1.0
mas_full_study_0200,2026-01-28T10:10:39.675056,1049,50,3,30.0,0.15,True,2,True,0,7.455390037258333,4.5,25.5,22.544609962741667,7,0.14,0.7514869987580556,0.27450980392156865,greedy_nearest,1.0
mas_full_study_0201,2026-01-28T10:10:39.676104,1000,50,3,30.0,0.2,True,24,True,1,14.389789929771224,6.0,24.0,15.610210070228776,26,0.52,0.5203403356742925,1.0833333333333333,greedy_nearest,1.0
mas_full_study_0202,2026-01-28T10:10:39.677816,1001,50,3,30.0,0.2,True,4,True,2,13.003212678410364,6.0,24.0,16.996787321589636,12,0.24,0.5665595773863212,0.5,greedy_nearest,1.0
mas_full_study_0203,2026-01-28T10:10:39.677816,1002,50,3,30.0,0.2,True,45,True,2,12.389418992409169,6.0,24.0,17.61058100759083,15,0.3,0.5870193669196944,0.625,greedy_nearest,1.0
mas_full_study_0204,2026-01-28T10:10:39.678856,1003,50,3,30.0,0.2,True,9,True,0,18.182316773256144,6.0,24.0,11.817683226743856,19,0.38,0.3939227742247952,0.7916666666666666,greedy_nearest,1.0
mas_full_study_0205,2026-01-28T10:10:39.679884,1004,50,3,30.0,0.2,True,35,True,1,29.899728636908936,6.0,24.0,0.1002713630910641,38,0.76,0.0033423787697021367,1.5833333333333333,greedy_nearest,1.0
mas_full_study_0206,2026-01-28T10:10:39.681262,1005,50,3,30.0,0.2,True,7,True,0,16.863874072214877,6.0,24.0,13.136125927785123,16,0.32,0.4378708642595041,0.6666666666666666,greedy_nearest,1.0
mas_full_study_0207,2026-01-28T10:10:39.682272,1006,50,3,30.0,0.2,True,34,True,2,20.254996788461792,6.0,24.0,9.745003211538208,48,0.96,0.32483344038460693,2.0,greedy_nearest,1.0
mas_full_study_0208,2026-01-28T10:10:39.683283,1007,50,3,30.0,0.2,True,14,True,2,16.229498061806236,6.0,24.0,13.770501938193764,27,0.54,0.4590167312731255,1.125,greedy_nearest,1.0
mas_full_study_0209,2026-01-28T10:10:39.684293,1008,50,3,30.0,0.2,True,28,True,1,17.497696745035245,6.0,24.0,12.502303254964755,38,0.76,0.4167434418321585,1.5833333333333333,greedy_nearest,1.0
mas_full_study_0210,2026-01-28T10:10:39.685474,1009,50,3,30.0,0.2,True,11,True,0,17.28169737557575,6.0,24.0,12.71830262442425,22,0.44,0.42394342081414166,0.9166666666666666,greedy_nearest,1.0
mas_full_study_0211,2026-01-28T10:10:39.686530,1010,50,3,30.0,0.2,True,25,True,1,16.741818892386934,6.0,24.0,13.258181107613066,29,0.58,0.44193937025376884,1.2083333333333333,greedy_nearest,1.0
mas_full_study_0212,2026-01-28T10:10:39.687375,1011,50,3,30.0,0.2,True,11,True,0,16.99494485995182,6.0,24.0,13.005055140048182,34,0.68,0.4335018380016061,1.4166666666666667,greedy_nearest,1.0
mas_full_study_0213,2026-01-28T10:10:39.688417,1012,50,3,30.0,0.2,True,49,True,2,9.094714358493865,6.0,24.0,20.905285641506133,3,0.06,0.6968428547168711,0.125,greedy_nearest,1.0
mas_full_study_0214,2026-01-28T10:10:39.689424,1013,50,3,30.0,0.2,True,40,True,2,14.553245806838168,6.0,24.0,15.446754193161832,30,0.6,0.5148918064387277,1.25,greedy_nearest,1.0
mas_full_study_0215,2026-01-28T10:10:39.690411,1014,50,3,30.0,0.2,True,22,False,,24.417112207675874,6.0,24.0,5.582887792324126,50,1.0,0.0,2.0833333333333335,greedy_nearest,1.0
mas_full_study_0216,2026-01-28T10:10:39.691385,1015,50,3,30.0,0.2,True,17,True,1,9.665776807115936,6.0,24.0,20.334223192884064,5,0.1,0.6778074397628021,0.20833333333333334,greedy_nearest,1.0
mas_full_study_0217,2026-01-28T10:10:39.691385,1016,50,3,30.0,0.2,True,10,True,2,17.571853992872555,6.0,24.0,12.428146007127445,21,0.42,0.41427153357091484,0.875,greedy_nearest,1.0
mas_full_study_0218,2026-01-28T10:10:39.692926,1017,50,3,30.0,0.2,True,42,True,2,7.76075033952665,6.0,24.0,22.239249660473348,6,0.12,0.7413083220157782,0.25,greedy_nearest,1.0
mas_full_study_0219,2026-01-28T10:10:39.692926,1018,50,3,30.0,0.2,True,35,True,0,27.19949334713707,6.0,24.0,2.8005066528629285,37,0.74,0.09335022176209762,1.5416666666666667,greedy_nearest,1.0
mas_full_study_0220,2026-01-28T10:10:39.695286,1019,50,3,30.0,0.2,True,35,True,2,20.88144444404858,6.0,24.0,9.11855555595142,36,0.72,0.30395185186504736,1.5,greedy_nearest,1.0
mas_full_study_0221,2026-01-28T10:10:39.696297,1020,50,3,30.0,0.2,True,41,False,,30.423218907664314,6.0,24.0,0.0,41,0.82,0.0,1.7083333333333333,greedy_nearest,1.0
mas_full_study_0222,2026-01-28T10:10:39.696297,1021,50,3,30.0,0.2,True,0,True,0,0.3,6.0,24.0,29.7,1,0.02,0.99,0.041666666666666664,greedy_nearest,1.0
mas_full_study_0223,2026-01-28T10:10:39.697322,1022,50,3,30.0,0.2,True,28,False,,30.134788552527286,6.0,24.0,0.0,45,0.9,0.0,1.875,greedy_nearest,1.0
mas_full_study_0224,2026-01-28T10:10:39.699304,1023,50,3,30.0,0.2,True,13,True,0,18.40809407650854,6.0,24.0,11.59190592349146,40,0.8,0.386396864116382,1.6666666666666667,greedy_nearest,1.0
mas_full_study_0225,2026-01-28T10:10:39.700311,1024,50,3,30.0,0.2,True,35,True,0,29.86298081013352,6.0,24.0,0.13701918986647854,37,0.74,0.004567306328882618,1.5416666666666667,greedy_nearest,1.0
mas_full_study_0226,2026-01-28T10:10:39.700311,1025,50,3,30.0,0.2,True,47,True,2,10.183510965038602,6.0,24.0,19.8164890349614,9,0.18,0.6605496344987133,0.375,greedy_nearest,1.0
mas_full_study_0227,2026-01-28T10:10:39.701309,1026,50,3,30.0,0.2,True,28,True,1,16.99077649723568,6.0,24.0,13.009223502764321,29,0.58,0.43364078342547735,1.2083333333333333,greedy_nearest,1.0
mas_full_study_0228,2026-01-28T10:10:39.702309,1027,50,3,30.0,0.2,True,39,True,2,17.9849948498159,6.0,24.0,12.015005150184098,33,0.66,0.4005001716728033,1.375,greedy_nearest,1.0
mas_full_study_0229,2026-01-28T10:10:39.703312,1028,50,3,30.0,0.2,True,38,True,1,29.568534961615974,6.0,24.0,0.43146503838402595,41,0.82,0.014382167946134198,1.7083333333333333,greedy_nearest,1.0
mas_full_study_0230,2026-01-28T10:10:39.704848,1029,50,3,30.0,0.2,True,13,True,0,17.217976388366843,6.0,24.0,12.782023611633157,25,0.5,0.4260674537211052,1.0416666666666667,greedy_nearest,1.0
mas_full_study_0231,2026-01-28T10:10:39.705365,1030,50,3,30.0,0.2,True,9,True,0,19.30539701820273,6.0,24.0,10.69460298179727,19,0.38,0.35648676605990903,0.7916666666666666,greedy_nearest,1.0
mas_full_study_0232,2026-01-28T10:10:39.706381,1031,50,3,30.0,0.2,True,21,True,1,11.398023150423711,6.0,24.0,18.60197684957629,17,0.34,0.6200658949858763,0.7083333333333334,greedy_nearest,1.0
mas_full_study_0233,2026-01-28T10:10:39.707139,1032,50,3,30.0,0.2,True,6,True,0,11.508625858300926,6.0,24.0,18.491374141699076,19,0.38,0.6163791380566359,0.7916666666666666,greedy_nearest,1.0
mas_full_study_0234,2026-01-28T10:10:39.708168,1033,50,3,30.0,0.2,True,33,True,1,25.230749874971735,6.0,24.0,4.769250125028265,35,0.7,0.15897500416760882,1.4583333333333333,greedy_nearest,1.0
mas_full_study_0235,2026-01-28T10:10:39.709202,1034,50,3,30.0,0.2,True,11,True,0,17.31485942250524,6.0,24.0,12.68514057749476,22,0.44,0.42283801924982534,0.9166666666666666,greedy_nearest,1.0
mas_full_study_0236,2026-01-28T10:10:39.710164,1035,50,3,30.0,0.2,True,8,True,0,13.714604621977351,6.0,24.0,16.28539537802265,25,0.5,0.542846512600755,1.0416666666666667,greedy_nearest,1.0
mas_full_study_0237,2026-01-28T10:10:39.711158,1036,50,3,30.0,0.2,True,40,True,2,8.642334040558682,6.0,24.0,21.35766595944132,9,0.18,0.711922198648044,0.375,greedy_nearest,1.0
mas_full_study_0238,2026-01-28T10:10:39.711158,1037,50,3,30.0,0.2,True,9,True,2,3.240610024946523,6.0,24.0,26.759389975053477,3,0.06,0.8919796658351159,0.125,greedy_nearest,1.0
mas_full_study_0239,2026-01-28T10:10:39.712153,1038,50,3,30.0,0.2,True,2,True,0,5.585114486829527,6.0,24.0,24.414885513170475,7,0.14,0.8138295171056825,0.2916666666666667,greedy_nearest,1.0
mas_full_study_0240,2026-01-28T10:10:39.713217,1039,50,3,30.0,0.2,True,18,True,2,5.17055172812601,6.0,24.0,24.82944827187399,3,0.06,0.827648275729133,0.125,greedy_nearest,1.0
mas_full_study_0241,2026-01-28T10:10:39.714729,1040,50,3,30.0,0.2,True,38,True,2,18.2290176270777,6.0,24.0,11.770982372922301,36,0.72,0.39236607909741006,1.5,greedy_nearest,1.0
mas_full_study_0242,2026-01-28T10:10:39.715261,1041,50,3,30.0,0.2,True,9,False,,24.946175214402956,6.0,24.0,5.053824785597044,50,1.0,0.0,2.0833333333333335,greedy_nearest,1.0
mas_full_study_0243,2026-01-28T10:10:39.716279,1042,50,3,30.0,0.2,True,15,True,2,5.231465211293792,6.0,24.0,24.76853478870621,6,0.12,0.825617826290207,0.25,greedy_nearest,1.0
mas_full_study_0244,2026-01-28T10:10:39.717027,1043,50,3,30.0,0.2,True,29,True,1,20.212103786226972,6.0,24.0,9.787896213773028,41,0.82,0.32626320712576756,1.7083333333333333,greedy_nearest,1.0
mas_full_study_0245,2026-01-28T10:10:39.718040,1044,50,3,30.0,0.2,True,2,False,,30.47982883993764,6.0,24.0,0.0,48,0.96,0.0,2.0,greedy_nearest,1.0
mas_full_study_0246,2026-01-28T10:10:39.720378,1045,50,3,30.0,0.2,True,14,False,,25.976336517611408,6.0,24.0,4.023663482388592,50,1.0,0.0,2.0833333333333335,greedy_nearest,1.0
mas_full_study_0247,2026-01-28T10:10:39.721377,1046,50,3,30.0,0.2,True,2,True,0,9.886293316507148,6.0,24.0,20.11370668349285,7,0.14,0.6704568894497617,0.2916666666666667,greedy_nearest,1.0
mas_full_study_0248,2026-01-28T10:10:39.722377,1047,50,3,30.0,0.2,True,36,True,2,18.849036170235696,6.0,24.0,11.150963829764304,42,0.84,0.3716987943254768,1.75,greedy_nearest,1.0
mas_full_study_0249,2026-01-28T10:10:39.723408,1048,50,3,30.0,0.2,True,4,True,2,15.447756071997091,6.0,24.0,14.552243928002909,12,0.24,0.485074797600097,0.5,greedy_nearest,1.0
mas_full_study_0250,2026-01-28T10:10:39.723408,1049,50,3,30.0,0.2,True,2,True,0,7.455390037258333,6.0,24.0,22.544609962741667,7,0.14,0.7514869987580556,0.2916666666666667,greedy_nearest,1.0
mas_full_study_0251,2026-01-28T10:10:39.724410,1000,50,3,30.0,0.25,True,24,True,1,14.389789929771224,7.5,22.5,15.610210070228776,26,0.52,0.5203403356742925,1.1555555555555554,greedy_nearest,1.0
mas_full_study_0252,2026-01-28T10:10:39.725769,1001,50,3,30.0,0.25,True,4,True,2,13.003212678410364,7.5,22.5,16.996787321589636,12,0.24,0.5665595773863212,0.5333333333333333,greedy_nearest,1.0
